Datetime,Tweet Id,Tweet,Username,Label
2022-10-02 13:30:28+00:00,1576565280725037056,@fifamedia Sudah gelontorkan Dana untuk siap jadi tuan rumah piala Dunia U20.. DAN sekarang terancam di banned. Fix Indonesia harus banyak belajar serta main di station Tanpa penonton aja.,Fchrur_rzi,1
2022-10-02 01:57:31+00:00,1576390894919426048,Siap siap Indonesia kena banned dari FIFA. Gagal main di Piala Asia senior dan u20. Gagal jadi tuan rumah piala Dunia u20 di Indonesia.,pemudacanda03,1
2022-10-01 20:17:14+00:00,1576305259579744256,"Sedih di saat timnas Indonesia lagi bagus2 nya, dan Indonesia siap jd tuan rumah Piala Dunia U20. Sepertinya akan sia2 dan sirna krn sanksi FIFA menanti...Biadab, Goblog dan Tolol kalian semua suporter yg memulai kerusuhan dan aparat keamanan yg main pukul,hantam dan tembak gas..",azharilubis,1
2023-02-13 16:48:29+00:00,1625175084754432001,"Bener donk pembukaan mesti di stadion terbesar. Kan biasanya Opening Ceremony yg main tuan rumah. Ayo nonton Timnas Indonesia di GBK, piala dunia lhoh ini (meski U20).
Betul kasih aja final di Solo, yg main di final jg bukan Indonesia.",RyanPMardiko,1
2023-02-09 07:11:21+00:00,1623580293755179008,"@Thitipan_Mafia Makin setuju timnas indonesia FUll Naturalisasi. Ngampain lah capek"" ikut Bidding tuan rumah Pildun piala dunia u20, Yang Biaya acaranya Triliunan.
tapi gak maksimal dalam persiapan.
Padahal Piala Asia Rangkaian persiapan piala dunia u20",faz_hrp,1
2022-12-20 11:22:55+00:00,1605161823338393600,"@jasmerahhh0 @chochotnya Indonesia memang akan main di Piala Dunia U20, Jadi tuan rumah juga.",Trieszeguet,1
2022-12-20 10:15:49+00:00,1605144936478674945,"Semoga piala dunia tahun berikutnya indonesia bisa lolos di babak seleksi ...
Dengan bertambah beberapa negara

Semoga persiapan indonesia menjadi tuan rumah piala dunia u20 berjalan dengan lancar dan success https://t.co/G1Sq0jUMbE",ferdy_ferandi,1
2022-12-03 06:23:44+00:00,1598925937974087681,@karniilyas Indonesia  main di  Piala Dunia U20 walau lewat jalur status tuan rumah...,Cidromulu,1
2022-11-19 22:40:06+00:00,1594098217993793537,"@PSSI Semoga ujicoba di eropa mendapatkan banyak pelajaran bagi Timnas u19, dan STY dapat menyiapkan Timnas u19 terbaik menjelang piala dunia u20 2023 di Indonesia sabagai tuan rumah, naturalisasi Ok !",JOHNLAPOD4,1
2022-10-30 06:58:29+00:00,1586613494207725568,"@yaniarsim @iriawan84 Ratu Tissa ,Perempuan brilliant yg bisa mengegolkan Indonesia jadi  Tuan Rumah piala dunia 2023 u20 

Ini hrs di dukung",keepithink_crab,1
